order,family,Family_common,Subfamily,Tribe,Common.name,Scientific.name,Movement,X2024.IUCN.Red.List.category,if_fao,if_new_infect,if_birdlife_breeding,if_birdlife_nonbreeding,X1,X2,X3,X4,X5,X6.1,X7,X8,X9,X10,X11,X12.,if_movebank,if_birdlife_std,low_season,Flyways,Current.population.trend
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Black-footed Albatross,Phoebastria nigripes,Pelagic,NT,0,NA,TRUE,TRUE,1,1,1,1,1,1,2,0,0,2,1,1,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Laysan Albatross,Phoebastria immutabilis,Pelagic,NT,0,NA,TRUE,TRUE,1,1,1,1,1,1,2,0,0,0,2,1,0,1,0,Central and Eastern Pacific Flyway,Stable
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Short-tailed Albatross,Phoebastria albatrus,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,1,1,2,0,0,0,0,0,2,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,Pelagic,EN,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,1,0,Atlantic Flyway,Decreasing
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Indian Yellow-nosed Albatross,Thalassarche carteri,Pelagic,EN,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,1,0,Southern Ocean Flyway,Decreasing
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Grey-headed Albatross,Thalassarche chrysostoma,Pelagic,EN,0,NA,TRUE,TRUE,1,1,1,1,2,0,0,0,2,1,1,1,1,1,0,Southern Ocean Flyway,Decreasing
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Black-browed Albatross,Thalassarche melanophris,Pelagic,LC,1,n,TRUE,TRUE,1,1,1,2,0,0,0,0,2,1,1,1,0,1,0,"Atlantic Flyway,Central and Eastern Pacific Flyway,Southern Ocean Flyway",Increasing
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Campbell Albatross,Thalassarche impavida,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,0,0,"Central and Eastern Pacific Flyway,Southern Ocean Flyway",Increasing
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Buller's Albatross,Thalassarche bulleri,Pelagic,NT,0,NA,TRUE,TRUE,1,1,1,1,1,1,2,2,2,2,2,2,0,1,0,Central and Eastern Pacific Flyway,Stable
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Shy Albatross,Thalassarche cauta,Pelagic,NT,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,0,2,1,1,1,0,1,0,Southern Ocean Flyway,Stable
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,White-capped Albatross,Thalassarche steadi,Pelagic,NT,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,0,2,2,2,0,0,0,"Atlantic Flyway,Southern Ocean Flyway",Decreasing
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Chatham Albatross,Thalassarche eremita,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,1,0,Central and Eastern Pacific Flyway,Stable
PROCELLARIIFORMES,Diomedeidae,Albatrosses,NA,NA,Salvin's Albatross,Thalassarche salvini,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,1,0,"Central and Eastern Pacific Flyway,Southern Ocean Flyway",Unknown
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Northern Giant Petrel,Macronectes halli,Pelagic,LC,1,n,TRUE,TRUE,1,2,0,0,0,0,0,2,1,1,1,1,0,1,0,Southern Ocean Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Southern Giant Petrel,Macronectes giganteus,Pelagic,LC,1,n,TRUE,TRUE,1,1,1,2,0,0,0,0,2,1,1,1,0,1,0,"Atlantic Flyway,Southern Ocean Flyway",Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Northern Fulmar,Fulmarus glacialis,Pelagic,LC,1,n,TRUE,TRUE,0,0,0,0,2,1,1,1,1,2,0,0,1,1,0,"Atlantic Flyway,Central and Eastern Pacific Flyway",Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Southern Fulmar,Fulmarus glacialoides,Pelagic,LC,1,n,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,0,1,0,Southern Ocean Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Antarctic Petrel,Thalassoica antarctica,Pelagic,LC,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,1,1,0,Southern Ocean Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Cape Petrel,Daption capense,Pelagic,LC,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,0,1,0,"Atlantic Flyway,Central and Eastern Pacific Flyway,Southern Ocean Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Snow Petrel,Pagodroma nivea,Pelagic,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,Southern Ocean Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Blue Petrel,Halobaena caerulea,Pelagic,LC,0,NA,TRUE,TRUE,1,2,0,0,0,0,0,2,1,1,1,1,0,1,0,Southern Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Broad-billed Prion,Pachyptila vittata,Pelagic,LC,0,NA,TRUE,TRUE,2,0,0,0,0,0,2,1,1,1,1,1,0,1,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Salvin's Prion,Pachyptila salvini,Pelagic,LC,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,2,1,1,1,0,0,0,Southern Ocean Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,MacGillivray's Prion,Pachyptila macgillivrayi,Pelagic,CR,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,2,2,1,1,1,0,0,0,"Atlantic Flyway,Southern Ocean Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Antarctic Prion,Pachyptila desolata,Pelagic,LC,1,n,TRUE,TRUE,1,1,2,0,0,0,0,0,0,2,1,1,0,0,0,"Atlantic Flyway,Central and Eastern Pacific Flyway,Southern Ocean Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Slender-billed Prion,Pachyptila belcheri,Pelagic,LC,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,2,1,1,0,1,0,"Atlantic Flyway,Southern Ocean Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Fairy Prion,Pachyptila turtur,Pelagic,LC,0,NA,TRUE,TRUE,0,0,0,0,0,0,2,2,2,1,1,2,0,1,0,Southern Ocean Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Fulmar Prion,Pachyptila crassirostris,Pelagic,LC,0,NA,TRUE,TRUE,1,2,2,0,0,0,2,2,2,1,1,1,0,0,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Kerguelen Petrel,Aphrodroma brevirostris,Pelagic,LC,0,NA,TRUE,TRUE,1,1,0,2,2,2,2,1,1,1,1,1,0,0,0,Southern Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Large Saint Helena Petrel,Pterodroma rupinarum,Pelagic,EX,0,NA,FALSE,FALSE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,White-winged Petrel,Pterodroma leucoptera,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,0,0,0,2,1,0,1,0,"Central and Eastern Pacific Flyway,Southern Ocean Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Collared Petrel,Pterodroma brevipes,Pelagic,VU,0,NA,TRUE,TRUE,0,2,1,1,1,1,2,2,2,0,0,0,0,0,0,,NA
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Masatierra Petrel,Pterodroma defilippiana,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,0,0,0,2,1,1,1,1,1,0,0,0,Central and Eastern Pacific Flyway,Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Stejneger's Petrel,Pterodroma longirostris,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,1,1,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Cook's Petrel,Pterodroma cookii,Pelagic,VU,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Pycroft's Petrel,Pterodroma pycrofti,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,2,0,0,0,0,0,2,1,1,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Bonin Petrel,Pterodroma hypoleuca,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,1,1,2,0,2,1,1,1,1,0,0,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Black-winged Petrel,Pterodroma nigripennis,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,2,2,0,0,0,0,2,2,1,0,1,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Chatham Islands Petrel,Pterodroma axillaris,Pelagic,VU,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,0,1,0,Central and Eastern Pacific Flyway,Increasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Murphy's Petrel,Pterodroma ultima,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,2,0,0,2,1,1,1,1,1,0,1,0,Central and Eastern Pacific Flyway,Unknown
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Providence Petrel,Pterodroma solandri,Pelagic,LC,0,NA,TRUE,TRUE,0,2,2,2,1,1,1,1,1,1,2,0,0,1,0,"Central and Eastern Pacific Flyway,Western Pacific Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Kermadec Petrel,Pterodroma neglecta,Pelagic,LC,0,NA,TRUE,TRUE,1,1,1,1,1,2,0,0,0,0,2,1,0,1,0,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Trindade Petrel,Pterodroma arminjoniana,Pelagic,VU,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,"Atlantic Flyway,East Indian Ocean Flyway,North Indian Ocean Flyway",Stable
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Herald Petrel,Pterodroma heraldica,Pelagic,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Henderson Petrel,Pterodroma atrata,Pelagic,EN,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Phoenix Petrel,Pterodroma alba,Pelagic,VU,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,Central and Eastern Pacific Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Barau's Petrel,Pterodroma baraui,Pelagic,EN,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,0,2,2,2,1,0,1,0,East Indian Ocean Flyway,Decreasing
PROCELLARIIFORMES,Procellariidae,"Petrels, Shearwaters",NA,NA,Mottled Petrel,Pterodroma inexpectata,Pelagic,NT,0,NA,TRUE,TRUE,1,1,1,1,2,0,0,0,0,2,1,1,0,1,0,Central and Eastern Pacific Flyway,Decreasing
