Family.name,Family,Subfamily,Tribe,Common.name,Scientific.name,Movement,X2024.IUCN.Red.List.category,if_fao,if_new_infect,if_birdlife_breeding,if_birdlife_nonbreeding,X1,X2,X3,X4,X5,X6.1,X7,X8,X9,X10,X11,X12.,if_movebank,if_birdlife_std,low_season,Flyways,Current.population.trend,Family2,Order2,Avibase.ID2,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Phalacrocoracidae,Cormorants,,NA,Stewart Island Shag,Leucocarbo chalconotus,Coastal,VU,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-483FA17D,NA,NA,NA,NA,NA,NA,5,2,2,1,4,65.8,45.8,10.6,14.1,65.5,283.4,95.6,186.7,33.9,113.6,2220.1,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Chatham Islands Shag,Leucocarbo onslowi,Coastal,CR,0,NA,TRUE,TRUE,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-6EE1B0CE,NA,NA,NA,NA,NA,NA,1,0,0,1,1,62.9,41.5,8.4,12.7,64.1,259,92.7,166.3,35.8,103,2072.7,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Campbell Island Shag,Leucocarbo campbelli,Coastal,VU,0,NA,TRUE,TRUE,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-961A9CE2,NA,NA,NA,NA,NA,NA,5,1,3,1,4,59.3,43.1,8.5,11.7,62.1,261,87,173.6,33.4,123.8,1897.4,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Bounty Islands Shag,Leucocarbo ranfurlyi,Coastal,VU,0,NA,TRUE,TRUE,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-0866195D,NA,NA,NA,NA,NA,NA,4,2,2,0,4,65.9,45.1,8.4,12.6,66.6,261.8,84.2,177.6,32.2,115,2500,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Auckland Islands Shag,Leucocarbo colensoi,Coastal,VU,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-3B5B61A0,NA,NA,NA,NA,NA,NA,4,3,1,0,4,63,43.5,8.9,12.4,60.8,273.5,98.4,175.1,36,124.2,2000,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Double-crested Cormorant,Nannopterum auritum,Coastal,LC,1,n,TRUE,TRUE,2,2,1,1,1,1,1,1,1,2,2,2,0,0,0,Americas Flyway,Increasing,Phalacrocoracidae,Suliformes,AVIBASE-3AC46C54,NA,NA,NA,NA,NA,NA,4,0,3,1,4,68.2,49.8,12,17,64.2,311.8,126.8,185,40.8,154.2,1806.5,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Neotropical Cormorant,Nannopterum brasilianum,Coastal,LC,1,n,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-56036504,NA,NA,NA,NA,NA,NA,10,4,5,1,2,62.6,44.6,11.9,14.9,48.7,275.4,91.8,191.7,32.4,187.2,1239.3,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Generalist
Phalacrocoracidae,Cormorants,,NA,Flightless Cormorant,Nannopterum harrisi,Coastal,VU,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-CEA9048D,NA,NA,NA,NA,NA,NA,4,1,3,0,4,91.2,67.2,13.3,20.4,70.5,188.8,43.5,145.2,23,154,3016.6,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Brandt's Cormorant,Urile penicillatus,Coastal,LC,1,n,TRUE,TRUE,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-987A703D,NA,NA,NA,NA,NA,NA,5,1,4,0,4,76.5,60.1,12.7,17.8,65.5,280.6,103.2,174.5,37.1,115.4,2224.2,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Pelagic Cormorant,Urile pelagicus,Coastal,LC,0,NA,TRUE,TRUE,0,2,1,1,1,1,1,1,1,2,0,0,0,0,0,Americas Flyway,Decreasing,Phalacrocoracidae,Suliformes,AVIBASE-A429B5B8,NA,NA,NA,NA,NA,NA,5,1,2,2,4,51.9,38.8,8.4,10,53.6,254.4,87,171.3,33.6,137.4,1844,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Red-faced Cormorant,Urile urile,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-05DDE8C1,NA,NA,NA,NA,NA,NA,5,2,1,2,4,55.5,42.4,9.2,11.6,56.2,270.4,84.7,186.1,31.3,154.2,2117.7,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Spectacled Cormorant,Urile perspicillatus,Coastal,EX,0,NA,FALSE,FALSE,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phalacrocoracidae,Cormorants,,NA,European Shag,Gulosus aristotelis,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,1,1,1,2,0,0,0,2,1,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-CECC7B26,NA,NA,NA,NA,NA,NA,5,2,3,0,4,66,50.2,10.6,13.1,61.6,262.6,87,174.8,33.2,140.2,1764.3,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Great Cormorant,Phalacrocorax carbo,Coastal,LC,1,o,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,1,0,0,"African_Eurasian Flyway,Americas Flyway,East Asia-Australasia Flyway",Increasing,Phalacrocoracidae,Suliformes,AVIBASE-3DF5C587,-47.29,76.41,11.89,76.81836257,24540701.98,Extant,13,6,7,0,8,82.7,57,13.2,18.3,64.2,340.2,124.2,211.7,37.1,148.2,2529,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Japanese Cormorant,Phalacrocorax capillatus,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,East Asia-Australasia Flyway,Unknown,Phalacrocoracidae,Suliformes,AVIBASE-EF2F3A05,33.7,46.29,39.35,124.7960718,71833.77,Extant,4,1,2,1,4,77.2,59,13.9,19.1,63.8,314.5,122.5,192,39,142,2801.8,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Cape Cormorant,Phalacrocorax capensis,Coastal,EN,1,o,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-AE61BF48,-35.28,-16.17,-30,18.36967115,236166.74,Extant,5,2,3,0,4,56.9,47.9,9.4,13.1,59.5,252.8,99.3,152.2,39.5,98.6,1211.7,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Socotra Cormorant,Phalacrocorax nigrogularis,Coastal,VU,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-7947E603,11.56,28.05,20.52,52.76092972,172069.23,Extant,4,2,2,0,3,73.5,59.5,12.8,15.3,73.9,282.8,119.4,163.3,42.2,92,1560,Updated_literature,Cook et al. (2017),NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Bank Cormorant,Phalacrocorax neglectus,Coastal,EN,1,n,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-37D2AC51,-35.2,-22.43,-30.12,17.13007593,89535.8,Extant,4,2,2,0,4,67.4,47.8,8.3,12.8,60.6,261.2,90.8,170.5,34.8,111.2,1944.2,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Indian Cormorant,Phalacrocorax fuscicollis,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,2,0,0,2,1,1,1,1,1,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-2D189E70,5.92,32.59,19.8,81.96285836,1187570.01,Extant,5,2,3,0,4,59.8,46.1,8.8,11.6,47,263.2,99.8,160.8,38.3,136.6,706,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Little Black Cormorant,Phalacrocorax sulcirostris,Coastal,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-DA51102A,-46.07,2.65,-20.07,139.8671241,2431360.5,Extant,4,2,2,0,4,51.9,39.4,8.6,11.5,45.3,248.8,95,153.8,38.1,128.8,995,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Black-faced Cormorant,Phalacrocorax fuscescens,Coastal,LC,0,NA,TRUE,TRUE,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-100C8781,-43.64,-31.77,-37.4,141.3844969,203014.55,Extant,4,1,2,1,4,59.7,47.7,10.3,13.2,61.3,263.8,90,173.8,34.1,101.5,1515,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Great Pied Cormorant,Phalacrocorax varius,Coastal,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Phalacrocoracidae,Suliformes,AVIBASE-E5FAABD0,-52.61,-9.94,-26.35,140.8015899,4379236.12,Extant,5,1,0,4,4,75.1,56.5,12.7,17.5,63.8,295.4,110.8,181.8,37.8,136.2,1940.7,Dunning,NA,NO,NA,NA,Coastal,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Spotted Shag,Phalacrocorax punctatus,Coastal,LC,1,n,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-CB10D093,-47.42,-35.56,-42.7,171.6800314,85166.45,Extant,5,1,4,0,4,67.1,49.5,8.4,10.3,62.6,241.2,83.3,155.9,34.8,92,1184.7,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Aquatic
Phalacrocoracidae,Cormorants,,NA,Pitt Island Shag,Phalacrocorax featherstoni,Coastal,EN,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,2,1,1,1,1,0,0,0,,NA,Phalacrocoracidae,Suliformes,AVIBASE-5B0295B2,-44.67,-43.34,-43.97,-176.401499,11945.38,Extant,4,2,1,1,2,54.8,41.9,8.9,9.6,54.3,218.5,80,140.1,36.4,90.8,1041.9,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aquatic
Chionidae,Sheathbills,NA,NA,Snowy Sheathbill,Chionis albus,Coastal,LC,0,NA,TRUE,TRUE,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,,NA,Chionidae,Charadriiformes,AVIBASE-62AC9C19,-66.21,-53.97,-63.28,-58.18024332,30472.35,Extant,5,2,3,0,4,32.7,21.9,10,17.2,46.5,246.2,98.4,146.6,40.1,103,675.7,Dunning,NA,NO,NA,NA,Marine,3,3,Omnivore,Omnivore,Terrestrial
Chionidae,Sheathbills,NA,NA,Black-faced Sheathbill,Chionis minor,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,0,0,2,1,1,0,0,0,,NA,Chionidae,Charadriiformes,AVIBASE-7C15B681,-53.19,-45.97,-49.28,67.76398714,8219.09,Extant,5,3,2,0,4,33.5,22.6,8.7,14.6,45.4,227,81.1,145.2,35.9,105.8,494,Dunning,NA,NO,NA,NA,Marine,3,2,Omnivore,Omnivore,Terrestrial
Laridae,"Gulls, Terns, Skimmers",Anoinae,NA,Brown Noddy,Anous stolidus,Coastal,LC,0,NA,TRUE,TRUE,2,2,2,2,1,1,1,1,1,1,1,2,0,1,1,,NA,Laridae,Charadriiformes,AVIBASE-A070171E,-41.4,29.11,-4.29,17.28750773,10192935.47,Extant,8,4,4,0,4,45.6,25.2,4.7,7.6,25.8,265.4,160.8,94.5,63,145.2,177.8,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Anoinae,NA,Lesser Noddy,Anous tenuirostris,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,2,1,1,1,1,1,1,2,0,1,0,,NA,Laridae,Charadriiformes,AVIBASE-03F9EB15,-29.24,7.37,-4.3,74.54809891,177139.92,Extant,5,2,2,1,4,46.7,27.6,3.8,5.7,21.2,212,128.4,83.3,60.6,105.4,112,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Anoinae,NA,Black Noddy,Anous minutus,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,2,1,1,1,1,1,1,2,0,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-C67DCF31,-32.52,29.34,-3.19,55.6549175,6602963.98,Extant,4,2,2,0,4,49.5,31.2,4.2,6.5,21.9,222,135.8,86.2,61.2,114,112.4,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Anoinae,NA,Blue Noddy,Anous ceruleus,Coastal,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,,NA,Laridae,Charadriiformes,AVIBASE-D021AB6A,NA,NA,NA,NA,NA,NA,5,1,0,4,4,27.7,16,2.7,4.3,22.9,175.8,102.3,71.2,59,92.4,53,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Anoinae,NA,Grey Noddy,Anous albivittus,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,2,0,0,0,2,1,1,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laridae,"Gulls, Terns, Skimmers",Gyginae,NA,Atlantic White Tern,Gygis alba,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,1,1,1,1,2,2,2,2,2,0,1,0,,NA,Laridae,Charadriiformes,AVIBASE-05C7074B,-30.76,28.67,-5.58,-7.043604557,1087691.59,Extant,8,5,3,0,8,44.4,27.9,3.7,6.2,12.1,233.4,153.2,80.1,65.5,90.2,117,Updated_literature,BoW,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Gyginae,NA,Common White Tern,Gygis candida,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laridae,"Gulls, Terns, Skimmers",Gyginae,NA,Little White Tern,Gygis microrhyncha,Coastal,LC,0,NA,TRUE,TRUE,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,,NA,NA,NA,NA,-10.54,4.72,-5.63,-146.6139025,1686.62,Extant,4,3,1,0,4,39,24.4,3.1,5.4,10.4,215,137.2,77.8,63.8,76.8,117,DataFromSplit,NA,NO,NA,NA,NA,3,3,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Rynchopinae,NA,Black Skimmer,Rynchops niger,Coastal,LC,1,n,TRUE,TRUE,0,0,0,0,0,2,1,1,2,0,0,0,1,0,0,,NA,Laridae,Charadriiformes,AVIBASE-88AB027C,-39.39,42.32,-10.31,-57.9481633,13769340.5,Extant,6,3,3,0,4,83.7,69.4,7.4,25.1,32.3,365.7,246.5,119.2,67.4,130.5,297.7,Dunning,NA,NO,NA,NA,Riverine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Rynchopinae,NA,African Skimmer,Rynchops flavirostris,Coastal,LC,0,NA,TRUE,TRUE,0,0,2,1,1,1,1,1,1,1,2,0,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-907B1140,-26.54,24.44,-3.11,22.60334907,9718531.11,Extant,4,2,2,0,4,83.7,66.1,6.1,20.8,27.6,332,216.8,115.2,65.2,109.5,164,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Rynchopinae,NA,Indian Skimmer,Rynchops albicollis,Coastal,EN,0,NA,TRUE,TRUE,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,,NA,Laridae,Charadriiformes,AVIBASE-88151F23,11.02,35.17,26.11,80.02571296,1179458.68,Extant,4,2,2,0,4,84.9,66.6,6.3,21.9,26,371.8,257.8,114,69.3,108.5,164,Inferred,NA,YES,Body Mass,Rynchops flavirostris,Riverine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Saunders's Gull,Saundersilarus saundersi,Coastal,VU,0,NA,TRUE,TRUE,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,East Asia-Australasia Flyway,Decreasing,Laridae,Charadriiformes,AVIBASE-88BBD516,NA,NA,NA,NA,NA,NA,5,2,3,0,4,33.3,15.3,4.4,9.3,38.9,274.2,164.5,105.8,60.9,95.6,198,Dunning,NA,NO,NA,NA,Coastal,3,3,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Little Gull,Hydrocoloeus minutus,Coastal,LC,1,o,TRUE,TRUE,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,"African_Eurasian Flyway,Americas Flyway,East Asia-Australasia Flyway",Increasing,Laridae,Charadriiformes,AVIBASE-F89FD6E3,NA,NA,NA,NA,NA,NA,8,4,4,0,4,26.6,12.9,3,5.3,25.9,218.9,126.6,92.3,57.9,88.8,118,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Ross's Gull,Rhodostethia rosea,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,,NA,Laridae,Charadriiformes,AVIBASE-4CD353D2,58.33,83.52,73.42,52.59473293,1043162.18,Extant,5,2,3,0,4,25.8,10.3,3.6,5.9,29.8,251.2,152.2,100.5,60.1,107.4,187,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Swallow-tailed Gull,Creagrus furcatus,Coastal,LC,0,NA,TRUE,TRUE,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,"Americas Flyway,Central and Eastern Pacific Flyway",Unknown,Laridae,Charadriiformes,AVIBASE-07357A25,-1.73,4.46,0.17,-89.86856246,87375.37,Extant,4,2,2,0,4,62.2,26.7,6.2,12.9,51.5,409,243.8,165.2,59.6,183.5,687,Dunning,NA,NO,NA,NA,Marine,3,1,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Sabine's Gull,Xema sabini,Coastal,LC,1,n,TRUE,TRUE,0,0,0,0,2,1,1,2,0,0,0,0,1,1,0,"Atlantic Flyway,Central and Eastern Pacific Flyway",Stable,Laridae,Charadriiformes,AVIBASE-86182656,62.96,81.85,72.31,80.63695629,563350.81,Extant,7,3,4,0,4,32.1,13.4,4.4,7.7,33.3,265,156.8,107.2,59.4,114.4,198,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Ivory Gull,Pagophila eburnea,Coastal,NT,1,o,TRUE,TRUE,0,0,0,2,1,1,2,0,0,0,0,0,1,1,0,,NA,Laridae,Charadriiformes,AVIBASE-FED91A1F,50.73,84.11,74.49,-22.40533991,17367390.8,Extant,5,2,2,1,4,45.1,16.5,6.6,11.6,38.7,333.4,201.8,129.2,61,137,550,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Red-legged Kittiwake,Rissa brevirostris,Coastal,VU,0,NA,TRUE,TRUE,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,Central and Eastern Pacific Flyway,Decreasing,Laridae,Charadriiformes,AVIBASE-58B576ED,51.77,61.8,55.95,-43.45221395,192125.06,Extant,5,2,3,0,4,38.2,13.8,5.2,10.8,30,299.8,185.2,112.8,62.2,112.8,377,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Black-legged Kittiwake,Rissa tridactyla,Coastal,VU,1,n,TRUE,TRUE,0,0,0,2,1,1,1,2,0,0,0,0,1,1,0,"Atlantic Flyway,Central and Eastern Pacific Flyway",Decreasing,Laridae,Charadriiformes,AVIBASE-FB4D08F0,43.09,81.83,59.56,-52.28149527,2307068.48,Extant,10,4,5,1,4,44.5,18.8,5.3,10.8,33.9,301,179.1,122.9,59.4,116,416,Dunning,NA,NO,NA,NA,Marine,3,2,Carnivore,Aquatic predator,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Bonaparte's Gull,Larus philadelphia,Coastal,LC,1,n,TRUE,TRUE,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,Americas Flyway,Increasing,NA,NA,NA,47.93,68.6,58.97,-118.9828165,4415568.74,Extant,5,2,2,1,4,35,16.2,3.6,6.6,32.3,259.4,153.2,106.5,59,95.6,210.71,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Omnivore,Aerial
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Slender-billed Gull,Larus genei,Coastal,LC,1,n,TRUE,TRUE,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,African_Eurasian Flyway,Unknown,NA,NA,NA,13,52.64,41.71,54.11954871,1728211.09,Extant,6,3,2,1,4,52.1,23.2,5,9.4,49.4,300.8,171.5,130,56.9,110.2,281,Dunning,NA,NO,NA,NA,Coastal,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Brown-headed Gull,Larus brunnicephalus,Coastal,LC,1,n,TRUE,TRUE,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,"Central Asia Flyway,East Asia-Australasia Flyway",Stable,NA,NA,NA,31.25,41.84,36.07,79.58964454,661092.89,Extant,9,6,3,0,8,47.4,18.5,5.6,11.1,49.5,333.9,149.8,183.1,44.9,125.7,569.29,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Black-headed Gull,Larus ridibundus,Coastal,LC,1,o,TRUE,TRUE,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,"African_Eurasian Flyway,Americas Flyway,Central Asia Flyway,East Asia-Australasia Flyway",Unknown,NA,NA,NA,36.49,71.19,55.04,75.03002975,17767358.5,Extant,14,6,8,0,4,43.4,16.3,4,7.9,41.4,291.2,169.9,120.2,58.6,109.8,284,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Andean Gull,Larus serranus,Coastal,LC,0,NA,TRUE,TRUE,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,,NA,NA,NA,NA,-40.66,0.45,-20.26,-70.26435303,984576.34,Extant,5,2,3,0,4,41.9,17.4,5.3,9.7,52.9,352.8,185.8,164.5,53,140,478,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Brown-hooded Gull,Larus maculipennis,Coastal,LC,1,n,TRUE,TRUE,1,1,2,0,0,0,0,0,0,2,1,1,0,0,0,Americas Flyway,Increasing,NA,NA,NA,-55.98,-28.77,-40.29,-66.11448112,2149631.88,Extant,5,2,3,0,4,41.4,16.6,4.7,8.9,43.8,291.2,159,129.2,55.1,108.2,339,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Omnivore,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Hartlaub's Gull,Larus hartlaubii,Coastal,LC,1,o,TRUE,TRUE,1,1,1,1,1,2,0,0,2,1,1,1,0,0,0,,NA,NA,NA,NA,-34.84,-22.83,-29.68,17.14129433,69935.23,Extant,4,2,2,0,4,39.5,16.3,4.8,8.9,41.1,269.8,146,123.8,54.1,97.8,292,Dunning,NA,NO,NA,NA,Coastal,3,1,Carnivore,Aquatic predator,Generalist
Laridae,"Gulls, Terns, Skimmers",Larinae,NA,Grey-headed Gull,Larus cirrocephalus,Coastal,LC,1,o,TRUE,TRUE,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,-39.24,23.17,-17.4,11.27885296,6411818.5,Extant,5,2,3,0,4,47.5,18.2,5.1,10.2,49.5,319,176.2,140.5,55.6,124.6,374.69,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Aerial
