Event.ID,Disease,Serotype,latitude,longitude,Locality,Country,Region,observe_date,report_date,Species,Diagnosis.Source,Humans.Affected,Human.Deaths,Diagnosis.Status
218775,Influenza - Avian,;H5N8 HPAI;,54.09,12.09,Rostok,Germany,Europe,11/11/2016,12/11/2016,"Wild,Gull,Wild,Swan,",National authorities,NA,NA,Confirmed
218740,Influenza - Avian,;H5N8 HPAI;,54.18,13.3,Greifswalder Oie,Germany,Europe,09/11/2016,11/11/2016,"Wild,Wild duck,Wild,Swan,Wild,Gull,",National authorities,NA,NA,Confirmed
218914,Influenza - Avian,;H5N8 HPAI;,53.79,10.77,Herzogtum-Lauenburg,Germany,Europe,13/11/2016,17/11/2016,"Wild,Gull,Wild,Wild duck,",National authorities,NA,NA,Confirmed
224778,Influenza - Avian,;H5N8 HPAI;,54.52,11.15,Ostholstein,Germany,Europe,28/02/2017,28/02/2017,"Wild,Unspecified bird,Wild,Anatidae (unidentified),Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
220360,Influenza - Avian,;H5N8 HPAI;,53.99,9.24,Dithmarschen,Germany,Europe,18/11/2016,13/12/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
219979,Influenza - Avian,;H5N8 HPAI;,53.8,9.48,Steinburg,Germany,Europe,25/11/2016,02/12/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
218712,Influenza - Avian,;H5N8 HPAI;,54.38,9.74,Rendsburg-EckernfÃ¶rde,Germany,Europe,09/11/2016,09/11/2016,"Wild,Wild duck,Wild,Swan,Wild,Gull,Wild,Unspecified bird,",National authorities,NA,NA,Confirmed
218679,Influenza - Avian,;H5N8 HPAI;,54.15,10.44,Great PlÃ¶n Lake,Germany,Europe,07/11/2016,08/11/2016,"Wild,Gull,Wild,Common coot,Wild,Tufted duck,",National authorities,NA,NA,Confirmed
220079,Influenza - Avian,;H5N8 HPAI;,54.58,9.8,Schleswig-Flensburg,Germany,Europe,11/11/2016,02/12/2016,"Wild,Wild duck,Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
223395,Influenza - Avian,;H5N8 HPAI;,54.14,9.99,NeumÃ¼nster,Germany,Europe,03/02/2017,03/02/2017,"Wild,Cormorant,",WOAH (former OIE),NA,NA,Confirmed
220149,Influenza - Avian,;H5N8 HPAI;,56.5,10.8,BÃ¸nnerup,Denmark,Europe,17/11/2016,06/12/2016,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed
221591,Influenza - Avian,;H5N8 HPAI;,56.0513,9.8008,Boes,Denmark,Europe,08/12/2016,22/12/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
221592,Influenza - Avian,;H5N8 HPAI;,56.0459,9.8517,Alken,Denmark,Europe,08/12/2016,22/12/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
220127,Influenza - Avian,;H5N8 HPAI;,55.109,15.1438,Ã…rsdale,Denmark,Europe,23/11/2016,06/12/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
227257,Influenza - Avian,;H5N8 HPAI;,54.9325,10.8323,Spodsbjerg,Denmark,Europe,13/03/2017,02/05/2017,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed
227258,Influenza - Avian,;H5N8 HPAI;,54.8704,10.4892,Ommel,Denmark,Europe,15/03/2017,02/05/2017,"Wild,Herring gull,Wild,Common Eider (Somateria mollissima),",WOAH (former OIE),NA,NA,Confirmed
220152,Influenza - Avian,;H5N8 HPAI;,55.059722,10.608333,Svendborg,Denmark,Europe,23/11/2016,06/12/2016,"Wild,Herring gull,",WOAH (former OIE),NA,NA,Confirmed
221588,Influenza - Avian,;H5N8 HPAI;,57.3101,10.5294,SÃ¦by,Denmark,Europe,28/11/2016,22/12/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
219304,Influenza - Avian,;H5N8 HPAI;,54.913333,9.896667,HÃ¸ruphav,Denmark,Europe,11/11/2016,17/11/2016,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed
220147,Influenza - Avian,;H5N8 HPAI;,55.116667,12.05,PrÃ¦stÃ¸,Denmark,Europe,16/11/2016,06/12/2016,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed
220146,Influenza - Avian,;H5N8 HPAI;,55.254722,12.378333,RÃ¸dvig,Denmark,Europe,16/11/2016,06/12/2016,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed
219179,Influenza - Avian,;H5N8 HPAI;,54.9945,12.1665,Kalvehave,Denmark,Europe,10/11/2016,17/11/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
219302,Influenza - Avian,;H5N8 HPAI;,55.009,11.908,Lindholm,Denmark,Europe,10/11/2016,17/11/2016,"Wild,Great Black-backed Gull (Larus marinus),Wild,Mute swan  (Cygnus olor),",WOAH (former OIE),NA,NA,Confirmed
221585,Influenza - Avian,;H5N8 HPAI;,55.5159,9.6238,SkÃ¦rbÃ¦k,Denmark,Europe,25/11/2016,22/12/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
224270,Influenza - Avian,;H5N8 HPAI;,50.944397,14.895502,Bogatynia,Poland,Europe,13/02/2017,23/02/2017,"Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed
223161,Influenza - Avian,;H5N8 HPAI;,51.106229,17.039998,Wroclaw,Poland,Europe,23/01/2017,01/02/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
236678,Influenza - Avian,;H5N6 HPAI;,55.2594,11.3006,SkÃ¦lskÃ¸r ,Denmark,Europe,26/03/2018,15/05/2018,"Wild,Herring gull,Wild,Black headed gull (Chroicocephalus ridibundus),Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed
223000,Influenza - Avian,;H5N8 HPAI;,32.096569,34.943612,ROSH HAAYIN,Israel,Asia,17/12/2016,25/12/2016,"Wild,Cormorant,",WOAH (former OIE),NA,NA,Confirmed
223004,Influenza - Avian,;H5N8 HPAI;,32.553673,34.915682,MA''''''''AGAN MIKHA''''''''EL,Israel,Asia,21/12/2016,25/12/2016,"Wild,Herring gull,Wild,Great egret (Ardea alba),",WOAH (former OIE),NA,NA,Confirmed
224870,Influenza - Avian,;H5N8 HPAI;,54.5156,18.5508,Gdynia,Poland,Europe,18/02/2017,03/03/2017,"Wild,Herring gull,",WOAH (former OIE),NA,NA,Confirmed
222739,Influenza - Avian,;H5N8 HPAI;,32.051,34.8229,RAMAT GAN,Israel,Asia,03/01/2017,24/01/2017,"Wild,Mallard,Wild,Greylag goose,Wild,Wild duck,Wild,Black headed gull (Chroicocephalus ridibundus),Wild,Hooded Crow (Corvus cornix),Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
221613,Influenza - Avian,;H5N8 HPAI;,54.437222,16.384167,Darlowo,Poland,Europe,20/12/2016,23/12/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
218715,Influenza - Avian,;H5N8 HPAI;,53.522556,14.700861,"Lubczyna, Goleniow",Poland,Europe,28/10/2016,07/11/2016,"Wild,Wild duck,Wild,Gull,",National authorities,NA,NA,Confirmed
218811,Influenza - Avian,;H5N8 HPAI;,53.907222,14.250278,Swinoujscie,Poland,Europe,09/11/2016,15/11/2016,"Wild,Herring gull,",WOAH (former OIE),NA,NA,Confirmed
254578,Influenza - Avian,;H5N8 HPAI;,-26.65,15.08,Halifax Island,Namibia,Africa,20/02/2019,20/06/2019,"Wild,Jackass Penguin Spheniscus demersus,",WOAH (former OIE),NA,NA,Confirmed
246208,Influenza - Avian,;H5N8 HPAI;,-26.65,15.08,Halifax Island,Namibia,Africa,27/01/2019,12/02/2019,"Wild,Jackass Penguin Spheniscus demersus,",WOAH (former OIE),NA,NA,Confirmed
246781,Influenza - Avian,;H5N8 HPAI;,-26.65,15.16,Luderitz Marine ResearchQuarantine Centre,Namibia,Africa,27/01/2019,12/02/2019,"Wild,Jackass Penguin Spheniscus demersus,",WOAH (former OIE),NA,NA,Confirmed
254590,Influenza - Avian,;H5N8 HPAI;,-25.72004,14.83295,Mercury Island,Namibia,Africa,20/06/2019,20/06/2019,"Wild,Jackass Penguin Spheniscus demersus,",WOAH (former OIE),NA,NA,Confirmed
254589,Influenza - Avian,;H5N8 HPAI;,-26.288038,14.956528,Ichaboe Island,Namibia,Africa,20/02/2019,20/06/2019,"Wild,Jackass Penguin Spheniscus demersus,",WOAH (former OIE),NA,NA,Confirmed
218622,Influenza - Avian,;H7N1 HPAI;,31.257,2.8246,Sabkhat el Malah,Algeria,Africa,20/10/2016,02/11/2016,"Wild,Ruddy shelduck,Wild,Common coot,Wild,Mallard,Wild,Ferruginous Duck (Aythya nyroca),Wild,Grey heron,Wild,Black-winged Stilt,Wild,Northern shoveler,Wild,Teal,Wild,Gadwall,Wild,Egret,Wild,Little Ringed Plover ,Wild,Green sandpiper,Wild,Wood sandpiper,Wild,Gull,Wild,Glossy Ibis ,Wild,Pied avocet,Wild,Common moorhen (Gallinula chloropus),Wild,Ruff,Wild,Marbled teal,Wild,Eurasian Spoonbill (Platalea leucorodia),Wild,Kentish plover,Wild,Common ringed plover,Wild,Little stint,",WOAH (former OIE),NA,NA,Confirmed
224400,Influenza - Avian,;H5N8 HPAI;,47.7381,18.2006,KomÃ¡rom,Slovakia,Europe,13/02/2017,28/02/2017,"Wild,Mute swan  (Cygnus olor),Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed
221692,Influenza - Avian,;H5N8 HPAI;,53.67278,-2.9761,Merseyside,U.K. of Great Britain and Northern Ireland,Europe,30/12/2016,09/01/2017,"Wild,Mallard,Wild,Common pochard (Aythya ferina),Wild,Black headed gull (Chroicocephalus ridibundus),Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed
222808,Influenza - Avian,;H5N8 HPAI;,54.90201,-1.48687,Tyne & Wear,U.K. of Great Britain and Northern Ireland,Europe,02/01/2017,17/01/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
233425,Influenza - Avian,;H5N6 HPAI;,51.794,-0.006,Hertfordshire,U.K. of Great Britain and Northern Ireland,Europe,13/01/2018,22/01/2018,"Wild,Mew gull (Larus canus),Wild,Gull,Wild,Duck,Wild,Tufted duck,Wild,Mallard,Wild,Greylag goose,",WOAH (former OIE),NA,NA,Confirmed
233315,Influenza - Avian,;H5N6 HPAI;,52.3186,-1.3162,Warwickshire ,U.K. of Great Britain and Northern Ireland,Europe,09/01/2018,17/01/2018,"Wild,Herring gull,Wild,Great Black-backed Gull (Larus marinus),Wild,Great crested grebe (Podiceps cristatus),Wild,Tufted duck,",WOAH (former OIE),NA,NA,Confirmed
235218,Influenza - Avian,;H5N6 HPAI;,48.157452,17.615443,water reservoir Kralova,Slovakia,Europe,23/03/2018,28/03/2018,"Wild,Black headed gull (Chroicocephalus ridibundus),",National authorities,NA,NA,Confirmed
233495,Influenza - Avian,;H5N6 HPAI;,52.7,5.2,De Kreupel,Netherlands,Europe,18/12/2017,24/01/2018,"Wild,Great Black-backed Gull (Larus marinus),Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
219305,Influenza - Avian,;H5N8 HPAI;,52.842222,4.97,Slootdorp,Netherlands,Europe,11/11/2016,18/11/2016,"Wild,Great Black-backed Gull (Larus marinus),Wild,Common Tern,Wild,Black headed gull,Wild,Unspecified bird,Wild,Tufted duck,",WOAH (former OIE),NA,NA,Confirmed
219854,Influenza - Avian,;H5N8 HPAI;,52.402778,4.628056,Bloemendaal,Netherlands,Europe,13/11/2016,29/11/2016,"Wild,Gull,",WOAH (former OIE),NA,NA,Confirmed
226450,Influenza - Avian,;H5N6 HPAI;,42.551258,141.355952,Shiraoi-cho,Japan,Asia,20/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226509,Influenza - Avian,;H5N6 HPAI;,34.737488,135.341611,Nishinomiya-shi,Japan,Asia,18/01/2017,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226397,Influenza - Avian,;H5N6 HPAI;,36.365847,140.471232,Mito-shi,Japan,Asia,06/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226454,Influenza - Avian,;H5N6 HPAI;,36.365866,140.471206,Mito-shi,Japan,Asia,20/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226472,Influenza - Avian,;H5N6 HPAI;,36.365866,140.471206,Mito-shi,Japan,Asia,24/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226476,Influenza - Avian,;H5N6 HPAI;,35.96568,140.644782,Kashima-shi,Japan,Asia,26/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226439,Influenza - Avian,;H5N6 HPAI;,36.365866,140.471206,Mito-shi,Japan,Asia,17/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226471,Influenza - Avian,;H5N6 HPAI;,36.396561,140.534851,Hitachinaka-shi,Japan,Asia,24/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226466,Influenza - Avian,;H5N6 HPAI;,36.365866,140.471206,Mito-shi,Japan,Asia,22/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226431,Influenza - Avian,;H5N6 HPAI;,32.090456,130.352655,Izumishi,Japan,Asia,14/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
233888,Influenza - Avian,;H5N6 HPAI;,22.46522,113.98899," Lau Fau Shan, Tin Shui Wai, Yuen Long ","Hong Kong, SAR",Asia,07/02/2018,09/02/2018,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
226442,Influenza - Avian,;H5N6 HPAI;,37.916059,139.036417,Niigata-shi,Japan,Asia,18/12/2016,18/04/2017,"Wild,Black headed gull (Chroicocephalus ridibundus),",WOAH (former OIE),NA,NA,Confirmed
224914,Influenza - Avian,;H5N8 HPAI;,46.1762,21.3228,Arad,Romania,Europe,01/02/2017,07/03/2017,"Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed
