Event.ID,Disease,Serotype,latitude,longitude,Locality,Country,Region,observation.date,report.date,Species,Diagnosis.Source,Humans.Affected,Human.Deaths,Diagnosis.Status,Scientific_Names
413550,Influenza - Avian,;H5N1 HPAI;,43.575806,-7.331125,163490A MARIÃ‘A CENTRAL,Spain,Europe,2025-08-06T00:00:00Z,2025-08-27T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
412882,Influenza - Avian,;H5 HPAI;,45.911073,-1.26076,162786ROCHEFORT,France,Europe,2025-08-06T00:00:00Z,2025-08-13T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
414149,Influenza - Avian,;H5N1 HPAI;,-32.3,18.4,164071HPAI_H5_W_2025_009,South Africa,Africa,2025-08-08T00:00:00Z,2025-09-08T00:00:00Z,"Wild,Cape cormorant (Phalacrocorax capensis),",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax capensis
413452,Influenza - Avian,;H5N1 HPAI;,57.12,-4.71,"163214DUNBEATH CASTLE, HIGHLANDS",United Kingdom of Great Britain and Northern Ireland,Europe,2025-08-09T00:00:00Z,2025-08-22T00:00:00Z,"Wild,Razorbill (Alca torda):Alcidae-Charadriiformes,",WOAH (former OIE),NA,NA,Confirmed,Alca torda
415180,Influenza - Avian,;H5N1 HPAI;,-32.8,18.1,164813HPAI_H5_W_2025_013,South Africa,Africa,2025-08-10T00:00:00Z,2025-09-22T00:00:00Z,"Wild,Swift tern (Thalasseus bergii),Wild,Hartlaub's gull (Chroicocephalus hartlaubii),Wild,African sacred ibis (Threskiornis aethiopicus),Wild,Common Tern (Sterna hirundo),",WOAH (former OIE),NA,NA,Confirmed,"Thalasseus bergii, Larus hartlaubii, Sterna hirundo"
413731,Influenza - Avian,;H5N1 HPAI;,43.315145,-3.023701,163758BIZKAIA,Spain,Europe,2025-08-13T00:00:00Z,2025-09-01T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
413218,Influenza - Avian,;H5N1 HPAI;,68.70249,15.41656,163284SORTLAND,Norway,Europe,2025-08-14T00:00:00Z,2025-08-22T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
413896,Influenza - Avian,;H5N1 HPAI;,51.40188,3.490547,163889DUTCH EXCLUSIVE ECONOMIC ZONE,Netherlands (Kingdom of the),Europe,2025-08-15T00:00:00Z,2025-09-03T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
413897,Influenza - Avian,;H5N1 HPAI;,52.46531,4.577771,163888VELSEN,Netherlands (Kingdom of the),Europe,2025-08-15T00:00:00Z,2025-09-03T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
413898,Influenza - Avian,;H5N1 HPAI;,52.46531,4.577771,163888VELSEN,Netherlands (Kingdom of the),Europe,2025-08-15T00:00:00Z,2025-09-03T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
413538,Influenza - Avian,;H5N1 HPAI;,69.8178,18.7819,163443TROMSÃ˜,Norway,Europe,2025-08-15T00:00:00Z,2025-08-26T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
413758,Influenza - Avian,;H5 HPAI;,68.8945,15.29969,163822Ã˜KSNES,Norway,Europe,2025-08-19T00:00:00Z,2025-09-02T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
413221,Influenza - Avian,;H5N1 HPAI;,68.911,15.08835,163278Ã˜KSNES,Norway,Europe,2025-08-19T00:00:00Z,2025-08-22T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
417449,Influenza - Avian,;H5N1 HPAI;,-34,23.3,167281HPAI_H5_W_2025_021,South Africa,Africa,2025-08-20T00:00:00Z,2025-10-24T00:00:00Z,"Wild,Kelp gull,Wild,Swift tern (Thalasseus bergii),",WOAH (former OIE),NA,NA,Confirmed,Thalasseus bergii
417279,Influenza - Avian,;H5N1 HPAI;,-34,23.3,167281HPAI_H5_W_2025_021,South Africa,Africa,2025-08-20T00:00:00Z,2025-10-24T00:00:00Z,"Wild,Kelp gull,Wild,Swift tern (Thalasseus bergii),",WOAH (former OIE),NA,NA,Confirmed,Thalasseus bergii
413749,Influenza - Avian,;H5N1 HPAI;,69.60657,18.05594,163803TROMSÃ˜,Norway,Europe,2025-08-20T00:00:00Z,2025-09-02T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
413757,Influenza - Avian,;H5 HPAI;,68.72374,15.4508,163824SORTLAND,Norway,Europe,2025-08-21T00:00:00Z,2025-09-02T00:00:00Z,"Wild,Mew gull (Larus canus),",WOAH (former OIE),NA,NA,Confirmed,Larus canus
415181,Influenza - Avian,;H5N1 HPAI;,-33,18,164812HPAI_H5_W_2025_012,South Africa,Africa,2025-08-25T00:00:00Z,2025-09-22T00:00:00Z,"Wild,Reed Cormorant ,Wild,Swift tern (Thalasseus bergii),",WOAH (former OIE),NA,NA,Confirmed,Thalasseus bergii
413782,Influenza - Avian,;H5N1 HPAI;,69.60657,18.05594,163797TROMSÃ˜,Norway,Europe,2025-08-25T00:00:00Z,2025-09-02T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
413872,Influenza - Avian,;H5N1 HPAI;,66.833333,14.666667,163872SÃ˜MNA,Norway,Europe,2025-08-26T00:00:00Z,2025-09-03T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed,Larus marinus
417276,Influenza - Avian,;H5N1 HPAI;,-34.1,22.1,167285HPAI_H5_W_2025_024,South Africa,Africa,2025-08-28T00:00:00Z,2025-10-24T00:00:00Z,"Wild,Swift tern (Thalasseus bergii),",WOAH (former OIE),NA,NA,Confirmed,Thalasseus bergii
417446,Influenza - Avian,;H5N1 HPAI;,-34.1,22.1,167285HPAI_H5_W_2025_024,South Africa,Africa,2025-08-28T00:00:00Z,2025-10-24T00:00:00Z,"Wild,Swift tern (Thalasseus bergii),",WOAH (former OIE),NA,NA,Confirmed,Thalasseus bergii
417450,Influenza - Avian,;H5N1 HPAI;,-32.9,17.9,167280HPAI_H5_W_2025_020,South Africa,Africa,2025-09-01T00:00:00Z,2025-10-24T00:00:00Z,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),Wild,Common Tern (Sterna hirundo),Wild,Swift tern (Thalasseus bergii),",WOAH (former OIE),NA,NA,Confirmed,"Sterna hirundo, Thalasseus bergii"
417280,Influenza - Avian,;H5N1 HPAI;,-32.9,17.9,167280HPAI_H5_W_2025_020,South Africa,Africa,2025-09-01T00:00:00Z,2025-10-24T00:00:00Z,"Wild,Swift tern (Thalasseus bergii),Wild,Common Tern (Sterna hirundo),Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),NA,NA,Confirmed,"Thalasseus bergii, Sterna hirundo"
414710,Influenza - Avian,;H5N1 HPAI;,65.8623,13.19319,164399VEFSN,Norway,Europe,2025-09-09T00:00:00Z,2025-09-15T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
414564,Influenza - Avian,;H5N1 HPAI;,65.8623,13.19319,164399VEFSN,Norway,Europe,2025-09-09T00:00:00Z,2025-09-15T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
415240,Influenza - Avian,;H5N1 HPAI;,39.7488,-8.93545,164918MARINHA GRANDE,Portugal,Europe,2025-09-10T00:00:00Z,2025-09-23T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
415344,Influenza - Avian,;H5N1 HPAI;,47.164354,18.548123,165082GÃ�RDONY,Hungary,Europe,2025-09-11T00:00:00Z,2025-09-26T00:00:00Z,"Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax carbo
415456,Influenza - Avian,;H5N1 HPAI;,47.164354,18.548123,165082GÃ�RDONY,Hungary,Europe,2025-09-11T00:00:00Z,2025-09-26T00:00:00Z,"Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax carbo
415650,Influenza - Avian,;H5N5 HPAI;,65.746111,-19.639444,165033BLÃ–NDUÃ“S,Iceland,Europe,2025-09-13T00:00:00Z,2025-09-25T00:00:00Z,"Wild,Mew gull (Larus canus),",WOAH (former OIE),NA,NA,Confirmed,Larus canus
416472,Influenza - Avian,;H5N1 HPAI;,43.312594,-1.897333,165838GIPUZKOA,Spain,Europe,2025-09-15T00:00:00Z,2025-10-14T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
415648,Influenza - Avian,;H5N1 HPAI;,38.69669,-9.41976,165191CASCAIS,Portugal,Europe,2025-09-17T00:00:00Z,2025-09-29T00:00:00Z,"Wild,Lesser Black-backed Gull:Larus fuscus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus fuscus
416471,Influenza - Avian,;H5N1 HPAI;,43.307009,-3.000775,165977BIZKAIA,Spain,Europe,2025-09-19T00:00:00Z,2025-10-14T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
415890,Influenza - Avian,;H5N1 HPAI;,50.86,-2.15,"165364BLANDFORD FORUM, DORSET",United Kingdom of Great Britain and Northern Ireland,Europe,2025-09-20T00:00:00Z,2025-10-03T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
415888,Influenza - Avian,;H5N1 HPAI;,43.098481,-8.49111,165585ORDES,Spain,Europe,2025-09-23T00:00:00Z,2025-10-03T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
415921,Influenza - Avian,;H5N5 HPAI;,71.0598,-8.30566,165806JAN MAYEN,Svalbard and Jan Mayen Islands,Europe,2025-09-24T00:00:00Z,2025-10-06T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),Wild,Glaucous gull (Larus hyperboreus),",WOAH (former OIE),NA,NA,Confirmed,"Larus marinus, Larus hyperboreus"
416470,Influenza - Avian,;H5N1 HPAI;,43.356999,-2.982944,166098BIZKAIA,Spain,Europe,2025-09-25T00:00:00Z,2025-10-14T00:00:00Z,"Wild,Caspian gull (Larus cachinnans),",WOAH (former OIE),NA,NA,Confirmed,Larus cachinnans
415889,Influenza - Avian,;H5N1 HPAI;,55.76,-1.9959,"165449SANDSTELL POINT, NORTHUMBERLAND",United Kingdom of Great Britain and Northern Ireland,Europe,2025-09-25T00:00:00Z,2025-10-03T00:00:00Z,"Wild,Northern Gannet:Morus bassanus(Sulidae),",WOAH (former OIE),NA,NA,Confirmed,Morus bassanus
416958,Influenza - Avian,;H5N1 HPAI;,43.355056,-3.011783,166769BIZKAIA,Spain,Europe,2025-09-26T00:00:00Z,2025-10-20T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
416022,Influenza - Avian,;H5N1 HPAI;,55.60505,13.02345,165871MALMÃ–,Sweden,Europe,2025-09-26T00:00:00Z,2025-10-07T00:00:00Z,"Wild,Mediterranean Gull ,",WOAH (former OIE),NA,NA,Confirmed,Larus melanocephalus
415922,Influenza - Avian,;H5N1 HPAI;,42.577732,-9.013584,165591O SAR-BARBANZA,Spain,Europe,2025-09-26T00:00:00Z,2025-10-03T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
416959,Influenza - Avian,;H5N1 HPAI;,42.299138,-8.717809,166785PONTEVEDRA-O MORRAZO,Spain,Europe,2025-09-27T00:00:00Z,2025-10-20T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
416332,Influenza - Avian,;H5N1 HPAI;,51.74,-3.39,"166246CYFARTHFA RETAIL PARK, MERTHYR TYDFIL COUNTY BOROUGH",United Kingdom of Great Britain and Northern Ireland,Europe,2025-09-27T00:00:00Z,2025-10-10T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
416400,Influenza - Avian,;H5N5 HPAI;,55.2,-1.56,"166427COQUET ISLAND, NORTHUMBERLAND",United Kingdom of Great Britain and Northern Ireland,Europe,2025-09-29T00:00:00Z,2025-10-13T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed,Larus marinus
416960,Influenza - Avian,;H5N1 HPAI;,43.406719,-3.425816,166697GAMA (BARCENA DE CICERO),Spain,Europe,2025-10-05T00:00:00Z,2025-10-20T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
416511,Influenza - Avian,;H7 HPAI;,32.64711,-16.909225,166490FUNCHAL (SÃ‰),Madeira Islands,Europe,2025-10-06T00:00:00Z,2025-10-14T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
416395,Influenza - Avian,;H7 HPAI;,32.64711,-16.909225,166490FUNCHAL (SÃ‰),Madeira Islands,Europe,2025-10-06T00:00:00Z,2025-10-14T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
420302,Influenza - Avian,;H5N1 HPAI;,43.36983,-8.4006,169510A CORUÃ‘A,Spain,Europe,2025-10-18T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
419711,Influenza - Avian,;H5N1 HPAI;,43.36983,-8.4006,169510A CORUÃ‘A,Spain,Europe,2025-10-18T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Yellow-legged gull (Larus michahellis),",WOAH (former OIE),NA,NA,Confirmed,Larus michahellis
419002,Influenza - Avian,;H5N1 HPAI;,51.34,11.14,167688BAD FRANKENHAUSEN/KYFFHÃ„USER,Germany,Europe,2025-10-20T00:00:00Z,2025-11-10T00:00:00Z,"Wild,Gruidae (unidentified):Gruidae (incognita)(Gruidae),Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax carbo
419173,Influenza - Avian,;H5N1 HPAI;,55.7093,9.5517,169005VEJLE,Denmark,Europe,2025-10-20T00:00:00Z,2025-11-07T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
419003,Influenza - Avian,;H5N1 HPAI;,51.34,10.59,167687HELBEDÃœNDORF,Germany,Europe,2025-10-21T00:00:00Z,2025-11-10T00:00:00Z,"Wild,Great Cormorant (Phalacrocorax carbo),Wild,Gruidae (unidentified):Gruidae (incognita)(Gruidae),",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax carbo
419004,Influenza - Avian,;H5N1 HPAI;,51.427,11,167686KYFFHÃ„USERLAND,Germany,Europe,2025-10-21T00:00:00Z,2025-11-10T00:00:00Z,"Wild,Gruidae (unidentified):Gruidae (incognita)(Gruidae),Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax carbo
419208,Influenza - Avian,;H5N1 HPAI;,50.42,-3.58,"168541TWEENAWAYS, DEVON",United Kingdom of Great Britain and Northern Ireland,Europe,2025-10-21T00:00:00Z,2025-11-07T00:00:00Z,"Wild,Lesser Black-backed Gull:Larus fuscus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus fuscus
419360,Influenza - Avian,;H5N1 HPAI;,50.827778,-0.152778,"168542BRUNSWICK, EAST SUSSEX",United Kingdom of Great Britain and Northern Ireland,Europe,2025-10-22T00:00:00Z,2025-11-07T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
417752,Influenza - Avian,;H5N1 HPAI;,51.46,-3.16,"168153MERMAID QUAY, CARDIFF",United Kingdom of Great Britain and Northern Ireland,Europe,2025-10-22T00:00:00Z,2025-10-31T00:00:00Z,"Wild,Lesser Black-backed Gull:Larus fuscus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus fuscus
417759,Influenza - Avian,;H5N1 HPAI;,53.46,-2.28,"168137SALFORD QUAY, GREATER MANCHESTER",United Kingdom of Great Britain and Northern Ireland,Europe,2025-10-22T00:00:00Z,2025-10-31T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
420420,Influenza - Avian,;H5N1 HPAI;,51.24,2.96,170331OOSTENDE,Belgium,Europe,2025-10-26T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Northern Gannet:Morus bassanus(Sulidae),",WOAH (former OIE),NA,NA,Confirmed,Morus bassanus
419703,Influenza - Avian,;H5N1 HPAI;,43.463671,-3.834785,170098SANTANDER,Spain,Europe,2025-10-28T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Common Tern (Sterna hirundo),",WOAH (former OIE),NA,NA,Confirmed,Sterna hirundo
419429,Influenza - Avian,;H5N1 HPAI;,53.332722,5.78339,169480FERWERDERADIEL,Netherlands (Kingdom of the),Europe,2025-10-29T00:00:00Z,2025-11-11T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
420424,Influenza - Avian,;H5N1 HPAI;,51.21,3.21,170070BRUGGE,Belgium,Europe,2025-10-30T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
420581,Influenza - Avian,;H5N1 HPAI;,51.856111,-4.310556,"169563 WWT LLANELLI, CARMARTHENSHIRE",United Kingdom of Great Britain and Northern Ireland,Europe,2025-10-30T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Gadwall,Wild,Tufted duck,Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
419427,Influenza - Avian,;H5N1 HPAI;,52.312793,5.543229,169482ZEEWOLDE,Netherlands (Kingdom of the),Europe,2025-10-30T00:00:00Z,2025-11-11T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
420376,Influenza - Avian,;H5N1 HPAI;,53.77,-3.03,"169506SAINT ANNE'S ON THE SEA , LANCASHIRE",United Kingdom of Great Britain and Northern Ireland,Europe,2025-11-01T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
420580,Influenza - Avian,;H5N1 HPAI;,52.2,1,"169566 BAWDSEY, SUFFOLK",United Kingdom of Great Britain and Northern Ireland,Europe,2025-11-03T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
419744,Influenza - Avian,;H5N1 HPAI;,56.08806,8.24757,170148RINGKÃ˜BING,Denmark,Europe,2025-11-05T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
420386,Influenza - Avian,;H5N1 HPAI;,56.08806,8.24757,170148RINGKÃ˜BING,Denmark,Europe,2025-11-05T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
420351,Influenza - Avian,;H5N1 HPAI;,53.87,-3,"169683THORNTON, LANCASHIRE",United Kingdom of Great Britain and Northern Ireland,Europe,2025-11-06T00:00:00Z,2025-11-14T00:00:00Z,"Wild,Herring Gull:Larus argentatus(Laridae),",WOAH (former OIE),NA,NA,Confirmed,Larus argentatus
402057,Influenza - Avian,;HPAI;,-67.68,-67.47,Bongrain Point (Pourquoi Pas Island),Antarctica,Antarctica,NA,2025-02-12T00:00:00Z,"Wild,Brown skua (Stercorarius antarcticus),Wild,Southern fulmar (Fulmarus glacialoides),",National authorities,NA,NA,Confirmed,"Catharacta antarctica, Fulmarus glacialoides"
402058,Influenza - Avian,;HPAI;,-67.68,-67.47,Lainez Point (Pourquoi Pas Island),Antarctica,Antarctica,NA,2025-02-12T00:00:00Z,"Wild,Kelp gull,Wild,Southern fulmar (Fulmarus glacialoides),",National authorities,NA,NA,Confirmed,"Larus dominicanus, Fulmarus glacialoides"
402088,Influenza - Avian,;HPAI;,-67.6,-68.8,Avian island,Antarctica,Antarctica,NA,2025-02-10T00:00:00Z,"Wild,Brown skua (Stercorarius antarcticus),Wild,AdÃ©lie penguinÂ (Pygoscelis adeliae),Wild,Kelp gull,",National authorities,NA,NA,Confirmed,"Pygoscelis adeliae, Catharacta antarctica, Larus dominicanus"
402066,Influenza - Avian,;HPAI;,-64.68,-62.53,Curverville Island,Antarctica,Antarctica,NA,2025-02-05T00:00:00Z,"Wild,Gentoo penguin (Pygoscelis papua),Wild,Kelp gull,Wild,Brown skua (Stercorarius antarcticus),",National authorities,NA,NA,Confirmed,"Pygoscelis papua, Catharacta antarctica, Larus dominicanus"
402053,Influenza - Avian,;HPAI;,-63.3,-58.677,Astrolabe Island,Antarctica,Antarctica,NA,2025-01-31T00:00:00Z,"Wild,Gentoo penguin (Pygoscelis papua),",National authorities,NA,NA,Confirmed,Pygoscelis papua
402087,Influenza - Avian,;HPAI;,-65.15,-59.65,Brown bluff,Antarctica,Antarctica,NA,2025-01-29T00:00:00Z,"Wild,Gentoo penguin (Pygoscelis papua),Wild,AdÃ©lie penguinÂ (Pygoscelis adeliae),Wild,Kelp gull,",National authorities,NA,NA,Confirmed,"Pygoscelis papua, Pygoscelis adeliae, Larus dominicanus"
402089,Influenza - Avian,;HPAI;,-63.84,-57.27,Devil island,Antarctica,Antarctica,NA,2025-01-27T00:00:00Z,"Wild,AdÃ©lie penguinÂ (Pygoscelis adeliae),",National authorities,NA,NA,Confirmed,Pygoscelis adeliae
402086,Influenza - Avian,;HPAI;,-63.39,-56.3,D'Urville Monument,Antarctica,Antarctica,NA,2025-01-25T00:00:00Z,"Wild,Gentoo penguin (Pygoscelis papua),Wild,AdÃ©lie penguinÂ (Pygoscelis adeliae),Wild,Kelp gull,",National authorities,NA,NA,Confirmed,"Pygoscelis papua, Pygoscelis adeliae, Larus dominicanus"
402050,Influenza - Avian,;HPAI;,-48.93,68.98,"Courbet Peninsula, Kerguelen Island",French Southern and Antarctic Territories,Antarctica,NA,2024-12-14T00:00:00Z,"Wild,Southern elephant seal (M. leonina),Wild,King penguin (Aptenodytes patagonicus),",National authorities,NA,NA,Confirmed,Aptenodytes patagonicus
213414,Influenza - Avian,;H5N8 HPAI;,50.663,93.011,Ubsu-Nur,Russian Federation,Europe,2016-06-09T00:00:00Z,2016-06-17T00:00:00Z,"Wild,Grey heron,Wild,Great crested grebe,Wild,Black-headed gull,Wild,Common Tern,Wild,Great Cormorant,Wild,Unspecified bird,",WOAH (former OIE),NA,NA,Confirmed,"Larus ridibundus, Sterna hirundo, Phalacrocorax carbo"
224460,Influenza - Avian,;H5N8 HPAI;,45.221902,19.60928,"Begecka jama park prirode, Begec",Serbia,Europe,2017-02-08T00:00:00Z,2017-03-01T00:00:00Z,"Wild,Mallard,Wild,Grey heron,Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax carbo
219668,Influenza - Avian,;H5N8 HPAI;,53.51,12.3,Mecklenburgische Seenplatte,Germany,Europe,2016-11-14T00:00:00Z,2016-11-25T00:00:00Z,"Wild,Great Cormorant,Wild,Unspecified bird,",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax carbo
220149,Influenza - Avian,;H5N8 HPAI;,56.5,10.8,BÃƒÂ¸nnerup,Denmark,Europe,2016-11-17T00:00:00Z,2016-12-06T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed,Larus marinus
227257,Influenza - Avian,;H5N8 HPAI;,54.9325,10.8323,Spodsbjerg,Denmark,Europe,2017-03-13T00:00:00Z,2017-05-02T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed,Larus marinus
219304,Influenza - Avian,;H5N8 HPAI;,54.913333,9.896667,HÃƒÂ¸ruphav,Denmark,Europe,2016-11-11T00:00:00Z,2016-11-17T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed,Larus marinus
220147,Influenza - Avian,;H5N8 HPAI;,55.116667,12.05,PrÃƒÂ¦stÃƒÂ¸,Denmark,Europe,2016-11-16T00:00:00Z,2016-12-06T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed,Larus marinus
220146,Influenza - Avian,;H5N8 HPAI;,55.254722,12.378333,RÃƒÂ¸dvig,Denmark,Europe,2016-11-16T00:00:00Z,2016-12-06T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),NA,NA,Confirmed,Larus marinus
219302,Influenza - Avian,;H5N8 HPAI;,55.009,11.908,Lindholm,Denmark,Europe,2016-11-10T00:00:00Z,2016-11-17T00:00:00Z,"Wild,Great Black-backed Gull (Larus marinus),Wild,Mute swan  (Cygnus olor),",WOAH (former OIE),NA,NA,Confirmed,Larus marinus
224270,Influenza - Avian,;H5N8 HPAI;,50.944397,14.895502,Bogatynia,Poland,Europe,2017-02-13T00:00:00Z,2017-02-23T00:00:00Z,"Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed,Phalacrocorax carbo
236678,Influenza - Avian,;H5N6 HPAI;,55.2594,11.3006,SkÃƒÂ¦lskÃƒÂ¸r ,Denmark,Europe,2018-03-26T00:00:00Z,2018-05-15T00:00:00Z,"Wild,Herring gull,Wild,Black headed gull (Chroicocephalus ridibundus),Wild,Great Cormorant (Phalacrocorax carbo),",WOAH (former OIE),NA,NA,Confirmed,"Larus argentatus, Larus ridibundus, Phalacrocorax carbo"
254578,Influenza - Avian,;H5N8 HPAI;,-26.65,15.08,Halifax Island,Namibia,Africa,2019-02-20T00:00:00Z,2019-06-20T00:00:00Z,"Wild,Jackass Penguin Spheniscus demersus,",WOAH (former OIE),NA,NA,Confirmed,Spheniscus demersus
246208,Influenza - Avian,;H5N8 HPAI;,-26.65,15.08,Halifax Island,Namibia,Africa,2019-01-27T00:00:00Z,2019-02-12T00:00:00Z,"Wild,Jackass Penguin Spheniscus demersus,",WOAH (former OIE),NA,NA,Confirmed,Spheniscus demersus
